Investor name,Website,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum,Linkedin
MAIF Avenir,https://www.maif-avenir.fr/,"156 rue de l'université, 75007 Paris",France,"3. Early Revenue,4. Scaling,5. Growth","We invest in European start-ups, mostly in series A companies (€80k+ MRR). We are sector agnostic but we love: HR Tech, Medtech, Circular Economy, AI-driven models. ",Corporate VC,"$500,000","$7,000,000",https://www.linkedin.com/company/maif-avenir/
Make Studios,https://makestudios.co/,"925 N La Brea Ave, 4th Floor, Los Angeles, California 90038, US",USA,"1. Idea or Patent,2. Prototype","We invest in idea-stage startups and bring them from 0 to revenue within 6 months. Focused on B2B SaaS solutions. 

We mainly look at the problem you are trying to solve and at the founder-product fit, not the idea itself. ",Startup studio,"$25,000","$75,000",https://www.linkedin.com/company/makeitstartupstudio
Manifold Ventures,https://www.manifold.group/ventures,"118 N Peoria St., Chicago, Illinois 60607, US","USA,Canada","2. Prototype,3. Early Revenue,4. Scaling","We invest in early-stage, North American companies.",VC,"$250,000","$1,000,000",https://www.linkedin.com/company/founderequity/
Marathon Venture Capital,https://marathon.vc,"5-7 Lempesi Str, 117 42 Acropolis, Athens, Greece",Greece,"2. Prototype,3. Early Revenue",We invest in ambitious Greek founders who build world-class technology companies.,VC,"$500,000","$2,000,000",https://www.linkedin.com/company/marathon-venture-capital
Marigold Capital,https://marigold-capital.com/,"366 Adelaide St. W., Suite 606 Toronto ON M5V 1R9","Canada,USA",3. Early Revenue,"We invest in Canadian and US founders with technology-enabled products and services that deliver value to women, Black, Indigenous, People of Colour (BIPOC) and other underserved groups. $15,000+ MRR across mental health, femtech, edtech, fintech and supply chain resilience/transparency B2B and B2C sectors/markets.",VC,"$50,000","$200,000",https://www.linkedin.com/company/marigold-capital/
Masawa,https://masawa.fund/,"Rheinsberger Strasse 76/77, 10115 Berlin, Germany","Norway,Sweden,Finland,Denmark,Iceland,Ireland,UK,Estonia,Latvia,Lithuania,Ukraine,Poland,Czech Republic,Germany,Netherlands,Belgium,Luxembourg,Austria,Switzerland,Slovakia,Slovenia,France,Italy,Romania,Moldova,Hungary,Greece,Serbia,Croatia,Spain,Andorra,Liechtenstein,Portugal,Monaco,Turkey,Israel,Palestine,North Macedonia,Montenegro,Bulgaria,Malta,Cyprus,Canada,Mexico,Kenya,Nigeria,Indonesia,China,India","2. Prototype,3. Early Revenue",We invest in founders revolutionizing the mental wellness landscape.,VC,"$50,000","$2,000,000",https://www.linkedin.com/company/masawafund/
Matchstick Ventures,https://www.matchstickventures.com/,"Boulder CO 80302, United States",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in software startups in the ""seed phase"" that have a connection to the Rockies (CO, UT, MT, AZ, WY, ID, NM) or North (MN, WI, MI, IA, IL, IN, OH) regions of the US.",VC,"$250,000","$1,000,000",https://www.linkedin.com/company/matchstick-ventures/
Mava Ventures,http://mavavc.com/,"New York, USA",USA,"2. Prototype,3. Early Revenue,1. Idea or Patent","We invest in early-stage (angel, pre-seed, seed) US-based B2B SaaS and B2B FinTech startups.",Family office,"$100,000","$250,000",https://www.linkedin.com/company/mava-ventures/
Maverick Ventures (Israel),https://www.maverick.vc/,"26 Nachmani, Tel Aviv, Israel",Israel,"3. Early Revenue,4. Scaling",We invest in Israeli founders in companies with early growth traction and initial revenues. ,VC,"$1,000,000","$6,000,000",https://www.linkedin.com/company/maverick-ventures-israel-l-p-
Mayfield Fund,https://www.mayfield.com/,"2484 Sand Hill Rd, Menlo Park, California US","India,USA","3. Early Revenue,4. Scaling,2. Prototype","We invest in:
- enterprise. SaaS, infra, dev ops, semi, networking, security
- consumer: eCommerce (subscription), marketplaces, health and wellness, financial services, networks & communities, productivity, device-as-a-service
- engineering bio: synthetic bio, therapeutics, med devices, sustainable materials and foods
- products and services that are not only good potential businesses, but are also good for people, society and planet.",VC,"$2,000,000","$10,000,000",https://www.linkedin.com/company/mayfield-fund
MeOhr Ventures,https://www.meohrventures.com/,"39 Yosef Shechter St, Haifa, Israel 3436600, IL","Israel,France","3. Early Revenue,4. Scaling,5. Growth,2. Prototype",We invest in potential for globally impactful life-science innovation. ,VC,"$250,000","$25,000,000",https://il.linkedin.com/company/meohr-ventures
Mercury Fund,https://mercuryfund.com/,"3737 Buffalo Speedway, 1750, Houston, Texas 77098, USA",USA,"3. Early Revenue,4. Scaling",We invest in startups that are digitizing the customer journey that are based outside of the West Coast and Northeast. B2B SaaS and B2B2C business models with at least 250K in ARR or run rate.,VC,"$750,000","$5,000,000",https://www.linkedin.com/company/mercury-fund/
MetaProp Ventures,https://www.metaprop.vc/,"214 W 39th St Suite 705, New York, NY 10018",USA,"3. Early Revenue,2. Prototype",We invest in PropTech and Construction Tech exclusively at the Seed and Series A,VC,"$500,000","$3,000,000",https://www.linkedin.com/company/metaprop-nyc/
Moderne Ventures,https://www.moderneventures.com/,"410 N Michigan Ave, Chicago, IL 60610",USA,"4. Scaling,5. Growth,3. Early Revenue","We invest in B2B or B2B2C software companies with 2M+ ARR in real estate, fintech, insurtech, and home services. We also have a stage agnostic accelerator. ",VC,"$1,000,000","$7,000,000",https://www.linkedin.com/company/moderne-ventures/
Moneta VC,https://www.monetavc.com/,"7 Masada ST, Bnei Brak, Israel","USA,Canada,UK,Israel","3. Early Revenue,2. Prototype,4. Scaling,5. Growth",We invest in world-class Fintech and Insuretech teams,VC,"$500,000","$6,000,000",https://www.linkedin.com/company/monetavc/
Monochrome Capital,http://www.monochrome.vc/,"San Francisco CA 94114, USA","USA,Canada,Israel,UK","2. Prototype,3. Early Revenue",We invest in early-stage software and AI-driven startups that are solving the toughest business challenges.,VC,"$250,000","$750,000",https://www.linkedin.com/company/monochromevc
Morro Ventures,https://morroventures.com/,"206 Calle Tetuan, Suite 903, San Juan, PR 00902, United States","Argentina,Brazil,Chile,Colombia,Mexico,USA","3. Early Revenue,4. Scaling","We invest in technology companies across Latin America, particularly those that operate in or can leverage Puerto Rico as a platform for cross-border growth. The fund targets regionally scalable tech companies with existing ARR between $250k and $750k. ",VC,"$100,000","$1,000,000",https://www.linkedin.com/company/morro-ventures/
Mosaic Ventures,https://www.mosaicventures.com/,"2-3 Golden Square, 3rd floor, London, England W1F 9HR, GB","UK,France,Germany,Norway,Sweden,Italy,Portugal,Netherlands,Denmark","3. Early Revenue,4. Scaling,2. Prototype","We invest in European founders, writing checks from $1M-10M. Core themes: machine intelligence; fintech / crypto; marketplaces; B2B SaaS; edtech; digital health; location / mobility.",VC,"$1,000,000","$10,000,000",https://www.linkedin.com/company/mosaic-ventures/
Motu Ventures,http://motuventures.com/,"Kurfürstendamm 54/55, 10707 Berlin, Germany","Germany,France,Spain,Austria,Switzerland,Denmark,Italy","3. Early Revenue,2. Prototype",We invest in European Deep Tech startups in several B2B verticals. We get in early.,VC,"$50,000","$300,000",https://www.linkedin.com/company/motuventures
MrPink VC,https://mrpink.vc/,"Buenos Aires, Argentina","Argentina,Chile,Peru,Colombia,Uruguay","3. Early Revenue,4. Scaling","We invest in founders based in CAPUC (Chile, Argentina, Peru, Uruguay, and Colombia).

We're industry agnostic, but we mostly look at deals in FinTech, AgTech, Food Tech, Marketplace, EdTech, AI/ ML, SaaS, DTC.

Digital Transformation is disrupting all social interactions, changing the way we learn, collaborate, and connect with new people. We invest to solve problems at the core of our envisioned future.",VC,"$100,000","$300,000",https://www.linkedin.com/company/mrpink-vc/
MVP Munich Venture Partners,https://munichvp.com/,"Rumfrodstr. 34, Munich, Germany","Germany,France,Finland,Norway,Sweden,UK,Belgium,Austria,Switzerland,Spain,Portugal,Italy,Poland","3. Early Revenue,4. Scaling",We invest in European start-ups driving the eco-industrial revolution,VC,"$1,000,000","$5,000,000",https://www.linkedin.com/company/munich-venture-partners
Nationwide Ventures,https://www.nationwide.com/cps/nw-ventures.html,"1 Nationwide Plaza, Columbus, OH 43215, United States","USA,Israel","3. Early Revenue,4. Scaling,5. Growth",We invest in founders and startups that are shaping the future of insurance and financial services. Typical investment is Series A/B with roughly $1M in revenue. Strategic fit preferred. ,Corporate VC,"$1,000,000","$10,000,000",https://www.linkedin.com/company/nationwide/
Nauta Capital,https://nautacapital.com/,"5th Floor, 9 Argyll Street, London, W1F 7TG, UK","UK,Spain,Portugal,Germany,Austria,Switzerland,Ireland,Finland,Sweden","3. Early Revenue,4. Scaling","We invest in early-stage technology companies across Europe.

As a sector-agnostic investor, Nauta’s main areas of interest include B2B SaaS solutions with strong network effects, vertically focused enterprise tech transforming large industries as well as those leveraging deep-tech applications to solve challenges faced by large enterprises. ",VC,"$1,000,000","$5,000,000",https://www.linkedin.com/company/nautacapital/
NewAlpha Asset Management,https://www.newalpha.com/,"100-104 Boulevard du Montparnasse, Paris, 75014, France","France,Luxembourg,Netherlands,Germany,Belgium,Spain","3. Early Revenue,4. Scaling",We invest in series A/B in European fintech and insurtech startups,VC,"$2,000,000","$4,000,000",https://www.linkedin.com/company/newalpha-asset-management/
Newark Venture Partners,https://www.newarkventurepartners.com/,"Washington St, Newark, New Jersey 07102, US",USA,"3. Early Revenue,4. Scaling","We invest in early-stage B2B software startups with a thesis around Supply Chain, Logistics, Digital Health, Audio/Voice, FinTech/InsurTech, and Sales/Marketing Solutions. ",VC,"$1,000,000","$2,000,000",https://www.linkedin.com/company/newark-venture-partners/
Newfund Capital,https://newfundcap.com/,"58 rue de l'arcade, 75008 Paris","France,USA,Israel","3. Early Revenue,2. Prototype","We invest in founders obsessed with realizing a vision that will have a major impact on the world we live in. We seek to understand entrepreneurs as individuals, appreciate what they are building and play to their strengths. Greatness comes in all forms - we are sector-agnostic.",VC,"$250,000","$2,000,000",https://www.linkedin.com/company/newfund-management/
Noetic Fund,https://noeticfund.com/,"100 Broadview Ave Ste 300 Toronto, Ontario, M4M 3H3","USA,Canada,UK,Germany,Australia,Costa Rica","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in emerging and early-stage wellness, therapeutic and psychedelic pharmaceutical companies around the globe.",VC,,,https://www.linkedin.com/company/noetic-fund/
NVP Norwest Venture Partners,https://www.nvp.com/venture/,"525 University Avenue, Suite 800, Palo Alto, CA 94301, US","Canada,USA,India,Israel","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in all verticals with a focus on healthcare, consumer, enterprise software.",VC,"$500,000","$10,000,000",https://www.linkedin.com/company/norwest-venture-partners/
Nova,https://www.wearenova.co.uk/,"44 Simpson StLiverpool L1 0AX, UK",UK,"1. Idea or Patent,2. Prototype",We invest in founders that have identified real wold problems worth solving in a large enough global markets. We then co-found a company to solve that problem utilising technology to create a scalable business. ,Startup studio,"$100,000","$300,000",https://www.linkedin.com/company/wearenova
NYVP New York Venture Partners,http://www.nyvp.com/,"114 E 25th st, NYC, NY 10010, USA","USA,Israel,Canada","2. Prototype,3. Early Revenue,4. Scaling","We invest in the team first early on but the more traction the better, just less than $10M valuation. We like to get in early.",Family office,"$50,000","$100,000",https://www.linkedin.com/in/tracecohen/
Okta Ventures,https://www.okta.com/okta-ventures/,"100 First Street, Suite 600, San Francisco, CA, USA","USA,Israel,UK","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in identity, privacy, and security startups",Corporate VC,"$200,000","$1,000,000",https://www.linkedin.com/company/okta-inc-/
Olma Luxury Holdings,https://www.olma.com/,"7 Seville Place Dublin 1, Ireland","France,Germany,Italy,Portugal,Spain,Switzerland,UK","3. Early Revenue,4. Scaling,5. Growth",We invest in luxury consumer goods and services in Western Europe. We favor direct-to-consumer approaches and profitability over hyper-growth.,VC,"$600,000","$5,000,000",https://www.linkedin.com/company/olma-capital-management/
One Way Labs,http://www.onewaylabs.com/,"3333 Piedmont Rd, Suite 2050, Atlanta, GA 30305","Canada,USA,UK","1. Idea or Patent,2. Prototype","We invest in early stage startups and build software in exchange for equity.

We look for non-technical founders who hold deep domain expertise, solving important problems without their own development team or technical co-founder.",VC,"$40,000","$100,000",https://www.linkedin.com/company/onewaylabs/
One Way Ventures,https://onewayvc.com/,"Boston, MA, USA","USA,Canada","3. Early Revenue,2. Prototype,1. Idea or Patent",We invest in exceptional immigrant founders in the U.S. and Canada.,VC,"$250,000","$1,000,000",https://www.linkedin.com/company/one-way-ventures/
